PERSON_ID,AAR,KJONN,FODSELSAAR,ALDER,KOMMUNENR,NUS2000,SYSSELSATT,TRYGD,INNTEKT
60843838,2022,1,1971,51,1420,10,1,0,932146
60848296,2020,1,1956,64,3662,70,1,0,511181
60888478,2022,1,1948,74,3921,10,0,0,230130
60920126,2022,2,1967,55,4764,10,1,0,321424
60923070,2020,1,1938,82,1540,60,1,0,609982
60937824,2020,2,1977,43,5458,20,1,0,232765
60958270,2023,2,1983,40,4634,20,1,0,356079
61004617,2020,2,1973,47,4656,70,0,0,154058
61025904,2021,2,1969,52,1695,20,1,1,205135
61028213,2019,2,1960,59,3105,10,1,0,170893
61033631,2023,1,1978,45,1006,20,1,0,541992
61052365,2021,2,1976,45,5513,60,1,0,1348737
61056837,2022,1,1988,34,5254,10,0,0,150721
61087539,2020,1,1977,43,4614,70,1,0,562613
61121330,2022,1,1938,84,5199,10,1,1,411672
61188338,2021,2,1928,93,4506,70,1,1,463755
61200906,2020,1,1969,51,4450,60,1,0,688330
61224951,2021,2,1971,50,1271,70,1,0,575216
61234145,2019,2,1945,74,5663,10,1,0,205585
61252450,2019,2,1927,92,5591,70,1,1,736380
61386383,2022,1,1988,34,1631,70,1,0,284343
61438634,2022,1,2005,17,5653,70,1,0,449314
61540814,2022,1,1982,40,1386,10,1,0,163814
61554045,2023,1,1973,50,3770,20,1,0,642236
61626986,2019,2,1964,55,4358,20,1,0,425958
61642894,2022,2,1976,46,4626,10,0,0,188968
61660799,2023,1,1982,41,1009,70,1,0,452361
61723005,2019,1,1966,53,1882,70,1,0,1026255
61724234,2020,2,1972,48,2778,70,1,0,576436
61885522,2021,2,1973,48,5157,10,0,0,120683
61892437,2023,1,1952,71,1472,70,1,1,409076
61919731,2019,1,1965,54,2124,70,0,0,309932
62010526,2022,1,1998,24,1792,60,0,0,219555
62017130,2020,2,1976,44,3821,10,1,0,495753
62017394,2021,1,1974,47,4609,70,1,1,369652
62121878,2023,2,1933,90,4897,10,0,1,77400
62219915,2022,1,1933,89,1063,10,0,1,91235
62231431,2019,2,1980,39,2654,70,1,0,517517
62266589,2023,1,1987,36,4344,20,1,0,363925
62273909,2019,1,1948,71,3596,10,1,1,242433
62273909,2019,1,1948,71,3596,10,1,0,405225
62278113,2023,1,1953,70,2422,10,0,0,62624
62298010,2022,2,1942,80,5144,70,1,0,507114
62384090,2022,2,1947,75,1421,70,1,0,1060187
62401625,2022,2,1927,95,1819,10,1,1,203211
62436361,2019,2,1975,44,2143,60,1,0,549799
62436361,2020,2,1975,45,2143,10,1,0,200409
62448577,2023,1,1985,38,4564,70,1,0,496373
62465972,2023,2,2005,18,2910,70,1,0,300584
62485664,2023,2,1946,77,2953,10,0,0,189960
62487537,2020,1,1970,50,2838,60,1,1,357925
62487802,2022,1,1989,33,5490,20,1,0,353370
62497875,2019,1,1954,65,2036,70,1,0,685956
62593194,2022,1,1942,80,3805,10,1,0,635657
62668462,2020,2,1979,41,1406,10,1,0,196714
62717030,2021,2,1968,53,3914,70,1,1,628226
62805559,2021,1,1964,57,2819,10,1,1,387269
62818318,2021,2,1961,60,3149,10,1,0,548768
62833743,2022,2,2004,18,5382,10,0,0,31526
62844786,2019,2,1945,74,4714,20,1,1,255190
62878896,2021,1,1959,62,5116,10,0,0,86676
62929835,2023,1,1964,59,3503,10,1,0,317452
62938202,2019,1,1956,63,2732,70,0,0,295600
62950113,2019,2,1971,48,3319,70,1,0,421303
62956071,2021,1,1942,79,2264,60,1,1,392975
62997103,2020,2,1965,55,1067,10,0,0,122622
63015653,2023,1,1997,26,3264,10,0,0,52196
63079988,2021,2,1942,79,5160,70,1,0,508568
63093591,2023,2,1947,76,4006,60,0,0,189655
63125232,2021,2,1982,39,3201,70,1,0,309171
63141867,2021,1,1967,54,5664,70,1,0,572954
63184814,2022,2,1951,71,3467,70,1,0,837289
63208607,2019,1,1933,86,3767,70,1,1,601673
63216896,2019,1,1992,27,4913,70,1,0,246043
63335494,2022,1,1978,44,4742,10,1,0,293015
63401513,2022,2,1979,43,2961,20,0,0,350951
63403192,2023,2,1959,64,5014,10,1,0,780758
63451905,2022,1,1977,45,2185,10,1,1,262472
63514193,2019,2,1939,80,1822,10,0,1,81062
63514193,2019,2,1939,80,1822,70,1,1,490497
63724965,2022,2,1993,29,4468,70,1,0,466380
63758711,2022,2,1999,23,2671,10,0,1,74282
63776052,2019,1,1976,43,2010,70,1,0,1061238
63776052,2023,1,1976,47,2010,70,1,0,864613
63833894,2023,1,1969,54,1790,10,1,0,543010
63930417,2019,1,1976,43,2442,10,1,0,254331
63976955,2021,1,1957,64,4803,70,0,1,218683
63984420,2022,2,1955,67,5043,20,1,0,567460
64017168,2022,1,1968,54,3603,10,0,0,236124
64017502,2021,1,1953,68,4202,10,0,1,112538
64053679,2021,1,1933,88,5155,70,1,0,584220
64060178,2022,2,1962,60,2554,10,1,0,741871
64101711,2022,2,1959,63,3914,20,1,0,362147
64114852,2021,2,1956,65,4407,70,1,1,647153
64184589,2023,1,1958,65,5294,70,1,0,679807
64230163,2019,1,1979,40,5635,70,1,0,340753
64236624,2019,1,1955,64,2089,10,0,1,86644
64283454,2019,2,1989,30,1887,20,1,0,164885
64303509,2022,1,1962,60,3037,10,0,0,119092
64319665,2022,2,1959,63,3066,10,1,0,265025
64322013,2019,2,1964,55,1475,20,0,1,91347
64339179,2021,2,1991,30,3996,60,1,0,223963
64371238,2019,1,1953,66,1545,10,0,1,168536
64395667,2022,1,1967,55,2636,20,1,0,350695
64454126,2021,2,1941,80,1778,10,0,0,132355
64472784,2021,2,1971,50,4304,70,1,0,940369
64493195,2019,1,1971,48,5118,70,0,0,279261
64511277,2022,1,1929,93,3745,60,0,0,181531
64572282,2020,1,1988,32,2393,60,1,0,677644
64606066,2019,2,1985,34,2864,10,0,1,60538
64608219,2023,2,1941,82,2029,60,1,0,616873
64640540,2019,1,1968,51,2857,10,1,0,488550
64662825,2021,1,1949,72,3952,10,1,1,455078
64693131,2021,1,1940,81,3314,60,1,1,658671
64702431,2022,1,1994,28,1528,60,0,0,52482
64713289,2019,1,1961,58,2134,70,1,0,945788
64738700,2019,2,1970,49,4218,20,1,0,823695
64772103,2023,1,1933,90,1486,20,1,0,527430
64884810,2022,1,1968,54,4508,10,1,1,197896
64938271,2023,1,1979,44,4388,70,1,0,766529
65040848,2023,2,1975,48,2761,10,0,0,128172
65103209,2021,2,1980,41,3832,70,1,0,400836
65157328,2021,2,1958,63,5539,70,1,1,833796
65185729,2022,2,1964,58,4533,10,0,0,257618
65305201,2019,2,1970,49,3711,70,1,0,610625
65347621,2022,2,1956,66,5108,10,1,0,488857
65421974,2019,2,1994,25,1017,60,1,0,198462
65445271,2022,2,1982,40,1927,10,1,0,178013
65482235,2021,1,1958,63,3251,70,0,1,296548
65508537,2021,2,1967,54,4276,70,1,0,454114
65588130,2020,1,2003,17,3903,60,1,0,169502
65690332,2022,2,1929,93,5218,10,0,1,122691
65697088,2019,1,1958,61,2622,70,1,0,599170
65702275,2023,2,1983,40,1825,70,1,0,333000
65715382,2022,1,1986,36,2802,70,1,0,639860
65792498,2019,2,1969,50,1356,10,1,0,405919
65857102,2023,2,1980,43,4454,10,0,0,107611
65861948,2023,2,1957,66,1346,10,0,0,195076
65865096,2023,1,1951,72,1237,70,1,0,1375736
65944284,2022,1,1980,42,5162,60,1,0,427334
65972822,2020,1,1979,41,4188,60,1,0,513736
66050115,2021,2,1974,47,1905,10,1,1,160806
66083443,2022,1,1962,60,1782,20,1,0,698946
66168003,2022,1,1990,32,1274,10,1,0,314250
66268315,2022,2,1983,39,3188,10,1,1,234510
66301867,2020,1,1968,52,1564,10,1,0,556133
66349640,2021,2,1975,46,4959,70,0,0,292925
66491283,2022,1,1993,29,5367,70,0,0,204505
66654420,2019,2,1989,30,2932,20,0,0,129772
66703295,2021,1,1966,55,1970,10,1,0,457299
66792340,2022,2,1937,85,4936,10,1,0,470080
66793532,2022,1,1979,43,1785,70,1,0,745292
66805712,2021,1,1970,51,5622,10,1,0,434081
66840917,2021,1,1939,82,4427,60,0,1,123349
66911893,2020,2,1942,78,2710,10,0,0,264375
66992817,2019,2,1991,28,1921,70,1,0,367544
67032718,2022,1,1954,68,5507,10,1,1,242806
67048683,2021,2,1927,94,3270,10,0,1,96821
67081659,2023,1,1985,38,1214,70,1,0,719076
67141232,2023,1,1949,74,3625,20,0,0,144006
67146441,2022,1,1960,62,4320,10,1,0,387122
67158352,2021,1,1953,68,4820,10,0,1,145468
67174002,2022,1,1991,31,1665,10,1,0,231476
67190522,2023,1,1991,32,5012,10,1,0,139329
67292601,2022,2,1940,82,5290,60,1,0,1104785
67309205,2019,1,1972,47,5292,60,1,0,710421
67361221,2023,2,1958,65,2211,10,0,0,131823
67393233,2023,1,1941,82,2301,70,1,1,963610
67412353,2021,1,2004,17,4932,60,1,0,358834
67492093,2021,1,1976,45,3630,70,1,0,763080
67519945,2023,2,1951,72,4589,60,1,1,439385
67593072,2022,2,1969,53,5692,70,1,0,387063
67652930,2020,2,1972,48,3348,10,1,0,460182
67701887,2021,2,1982,39,5149,10,1,0,422510
67726322,2022,1,1951,71,1301,10,0,0,324390
67726470,2022,2,1970,52,4102,10,1,0,235274
67856630,2020,1,1950,70,4024,10,0,1,106922
67874131,2023,2,1992,31,1422,70,1,0,705708
67919711,2021,1,1993,28,1171,70,1,1,270039
67935509,2019,1,1952,67,5392,20,1,0,558174
67967047,2022,1,1976,46,1320,70,1,0,1005989
67984460,2023,2,1926,97,1903,10,0,1,30963
67993142,2020,2,1979,41,3300,70,1,0,659987
68007578,2020,2,1981,39,2033,20,1,0,480014
68037703,2022,1,2009,13,2560,70,1,0,415385
68095454,2020,2,1969,51,2402,10,1,0,424608
68216771,2022,2,1932,90,4659,10,1,0,529665
68228456,2023,1,1995,28,5629,10,0,0,70081
68290638,2023,1,1997,26,4438,70,0,0,212149
68317827,2021,2,1965,56,2534,10,0,1,69644
68321692,2021,1,1939,82,1242,10,1,1,231531
68381641,2021,1,1958,63,1417,10,0,0,92409
68383929,2023,2,1951,72,2263,10,1,0,289707
68401256,2022,1,1979,43,5418,70,1,0,539257
68488678,2022,1,1989,33,1003,70,1,0,578853
68538331,2023,2,1927,96,1633,70,1,1,201509
68644720,2019,2,2004,15,4847,70,1,0,361873
68646405,2019,2,1958,61,3376,10,1,1,186418
68713379,2021,1,1986,35,1232,10,1,0,416945
68856520,2019,2,1969,50,2093,70,1,0,676468
68924353,2021,2,1968,53,1435,20,1,0,377341
68952341,2021,1,1981,40,3533,10,0,0,96161
68969287,2022,1,1989,33,3444,10,0,0,106137
69120179,2019,2,1962,57,5563,10,1,0,910648
69148076,2021,2,1962,59,1475,20,1,0,651448
69182631,2021,1,1981,40,1597,10,1,0,554072
69230733,2022,2,1989,33,4475,10,1,0,314647
69237492,2022,1,1958,64,5083,10,0,1,94694
69281777,2023,2,1961,62,3401,10,1,1,382509
69352788,2023,1,1966,57,3272,60,1,0,739754
69360454,2022,2,1950,72,5446,10,1,1,144707
69431443,2023,2,1968,55,2893,70,1,0,818458
69457648,2023,2,1935,88,2481,10,1,0,367089
69466398,2020,2,2004,16,1788,70,1,0,169467
69466398,2023,2,2004,19,1788,10,1,0,155588
69594863,2022,2,1966,56,2574,60,1,1,224097
69602909,2023,2,1973,50,3113,10,0,1,61902
69681822,2021,2,1966,55,3351,20,0,0,59903
69697090,2020,2,1968,52,2883,10,1,0,350201
69701616,2019,1,1965,54,2112,70,1,0,1530324
69702410,2021,1,1935,86,1640,60,1,1,301399
69768229,2021,1,1972,49,5593,70,1,0,1110981
69862186,2019,2,1962,57,4182,60,1,0,1000678
69890683,2021,2,1976,45,3525,60,1,0,388693
69910310,2019,2,1958,61,3817,70,1,1,320292
69932968,2021,2,1976,45,5447,20,1,1,337985
69932968,2023,2,1976,47,5447,10,1,0,272004
69984904,2023,2,1944,79,3885,70,0,0,275458
70064801,2019,2,1952,67,4869,10,0,1,88367
70064801,2020,2,1952,68,4869,70,1,0,792352
70184293,2021,2,1959,62,2233,10,1,0,417620
70212109,2023,2,1986,37,3012,20,1,0,298173
70250633,2019,1,1969,50,2807,10,1,0,344454
70250633,2019,1,1969,50,2807,10,1,0,366844
70357837,2021,2,1965,56,1487,10,1,0,260778
70815981,2022,2,1942,80,1862,10,1,0,544923
70940473,2020,2,1967,53,1046,10,1,0,414555
70979886,2023,1,1955,68,2615,70,1,0,1061114
71046124,2023,1,1951,72,3763,60,1,0,567108
71050963,2023,2,1943,80,1006,10,1,0,184377
71106778,2021,1,1979,42,4719,10,1,0,391985
71146866,2022,2,1970,52,4474,20,0,0,328559
71180888,2020,1,1959,61,5343,20,1,0,390882
71225531,2019,1,1961,58,2622,10,1,0,814897
71262245,2020,2,1966,54,1038,10,1,0,327212
71269153,2023,2,1941,82,3542,10,1,1,249561
71606671,2022,2,1997,25,4173,10,1,0,236013
71614375,2021,1,1989,32,1118,70,1,0,364648
71619851,2022,2,1973,49,4923,10,0,0,109061
71675945,2021,2,1995,26,2430,10,1,0,258471
71765336,2020,2,1952,68,2095,10,1,0,301464
71809180,2021,1,1954,67,1267,10,0,0,163192
71809180,2023,1,1954,69,1267,70,1,0,884019
71832312,2019,1,1981,38,4992,60,1,0,528800
71881298,2021,1,2009,12,1852,10,0,0,82435
71894761,2023,2,1963,60,5355,70,1,0,789000
72061872,2023,2,1958,65,2379,10,1,0,200788
72291621,2021,1,1983,38,5082,70,1,0,839577
72395236,2022,1,1968,54,2150,10,1,0,275216
72606546,2019,2,1959,60,1164,70,1,1,334962
72621620,2023,1,1975,48,5398,70,0,0,381296
72708061,2022,1,1966,56,1253,10,1,0,329615
72823551,2022,2,1974,48,5692,10,1,0,309914
72991408,2021,2,1979,42,1996,10,0,0,126200
72994946,2021,2,1982,39,3358,10,1,0,203350
72994946,2023,2,1982,41,3358,60,1,0,576779
73209614,2021,2,2000,21,1241,10,1,0,114297
73238775,2020,1,1973,47,2344,70,1,0,587883
73425346,2023,2,1975,48,2645,70,1,0,342674
73474896,2020,1,1980,40,3739,70,1,0,619052
73578189,2021,1,1968,53,2562,10,1,1,297602
73605752,2019,2,1945,74,1556,20,1,1,294762
73617266,2021,2,1983,38,5671,60,1,0,573013
73650474,2019,2,1984,35,2853,10,1,0,204159
73683441,2021,1,1939,82,4665,10,0,1,110126
73715719,2020,1,1961,59,4804,10,1,0,296299
73741762,2019,1,1951,68,5040,10,0,0,246381
73922634,2020,2,1976,44,3030,20,1,0,260416
74052184,2020,2,1974,46,2069,70,1,0,632107
74127292,2023,2,1987,36,5627,20,1,1,204433
74192895,2022,1,1975,47,1067,10,1,0,320585
74326280,2021,2,1946,75,2020,70,1,0,1639744
74326280,2021,2,1946,75,2020,10,1,0,447431
74412573,2022,1,1977,45,4489,10,0,0,74293
74461611,2021,2,1941,80,4973,20,0,0,191389
74511276,2021,2,1953,68,1266,60,1,0,984095
74591553,2020,2,1935,85,5444,10,0,0,198116
74603988,2021,1,1956,65,2031,10,0,0,67349
74840613,2022,1,1966,56,4647,10,1,0,509220
75062920,2021,2,1992,29,1580,70,1,0,704147
75156412,2021,2,1984,37,4896,10,1,0,333241
75282168,2022,2,1962,60,5409,20,1,0,416754
75458725,2020,1,1938,82,3456,10,0,1,88615
76170585,2020,2,2005,15,1875,70,0,0,127216
76255661,2020,2,1986,34,2474,10,1,0,145766
76297069,2022,2,1999,23,2442,70,0,0,147715
76331991,2022,2,1978,44,1731,10,1,1,292614
76339931,2019,2,1971,48,2404,10,1,0,285235
76366298,2019,2,1965,54,1457,60,1,1,301716
76475816,2021,1,1981,40,5206,70,1,1,238034
76567321,2022,1,2007,15,4124,60,0,0,94381
76571401,2020,1,1989,31,3371,70,1,0,687464
76576696,2022,1,1955,67,1399,70,1,1,446111
76842110,2023,2,1978,45,5242,70,1,0,922648
76855748,2019,2,1971,48,1703,20,1,0,232269
77243086,2023,1,1988,35,1995,10,1,0,328233
77411569,2022,2,1932,90,2251,70,1,1,229330
77555040,2022,2,1964,58,1799,10,1,1,316934
77616195,2022,2,1994,28,5055,10,1,0,150212
77647489,2021,1,1942,79,2539,10,1,0,313224
77947256,2020,2,1969,51,5688,20,1,1,418005
78266594,2019,2,1978,41,2415,70,1,0,418434
78316291,2021,1,1963,58,4472,10,1,1,202094
78331519,2023,1,1944,79,2488,10,1,0,420714
78433197,2020,1,1958,62,2549,10,0,0,100891
78436360,2021,1,1989,32,2994,70,1,0,868142
78449346,2019,1,1981,38,1599,10,1,0,308669
78496566,2019,2,1945,74,5537,20,1,0,472478
78715778,2021,2,1981,40,1178,10,1,0,251435
78783036,2019,1,2006,13,1642,20,1,0,231939
78843156,2023,2,1978,45,1991,70,1,0,758443
78847910,2023,1,1971,52,3604,70,1,0,519912
78887926,2022,1,1964,58,3262,20,1,0,335118
79012479,2021,2,1977,44,4356,10,1,0,516083
79018113,2023,2,1935,88,4153,70,1,0,521420
79180420,2023,2,1976,47,4394,70,1,0,363213
79206641,2022,2,1991,31,1164,10,1,1,134257
79392401,2019,2,1991,28,4247,10,0,1,59489
79458578,2019,2,1961,58,1673,10,1,0,327166
79697140,2020,1,1928,92,2643,70,1,0,580183
79698026,2023,1,1945,78,2117,10,1,1,335408
79786910,2021,2,1966,55,4307,10,1,1,232758
79944706,2021,1,1963,58,1947,10,1,1,202939
80249723,2021,2,1946,75,2246,10,1,1,265241
80266353,2021,1,1952,69,5236,60,1,0,805468
80266353,2021,1,1952,69,5236,10,1,1,334485
80266353,2023,1,1952,71,5236,70,1,0,882090
80470466,2020,2,1975,45,4675,70,1,0,681086
80491447,2019,1,1980,39,1102,70,0,0,361359
80522503,2022,1,1988,34,5210,20,1,0,553208
80526634,2022,2,1968,54,4587,10,0,0,146608
80693236,2019,2,1982,37,1675,70,1,0,430913
80906489,2023,2,1973,50,2895,70,1,0,721474
81125374,2020,2,1998,22,1021,10,1,0,228251
81125374,2022,2,1998,24,1021,20,0,0,82453
81169549,2021,1,1969,52,1191,20,0,0,210788
81218817,2021,2,2005,16,5401,10,1,0,96879
81218817,2022,2,2005,17,5401,20,0,0,59532
81443094,2022,1,1968,54,3064,10,0,1,136404
81577702,2023,1,1955,68,1765,10,0,0,145465
81738579,2019,1,1943,76,2029,10,1,1,283202
81756483,2023,2,1949,74,3134,10,0,1,60565
81758976,2023,1,2004,19,1531,70,1,0,275088
81781132,2021,2,1985,36,1907,70,1,0,243187
81803090,2023,1,1988,35,5188,20,1,0,470559
81865485,2023,2,1972,51,1498,70,1,0,627697
81922720,2019,2,2005,14,4522,70,1,0,394550
82208263,2022,1,1940,82,2385,10,1,1,216281
82219480,2020,1,1960,60,5190,70,1,0,986848
82219480,2022,1,1960,62,5190,10,0,0,96202
82314887,2022,2,1970,52,1025,60,0,0,279776
82314887,2022,2,1970,52,1025,70,1,0,1390282
82487362,2019,2,1987,32,1690,20,1,0,209274
82686916,2020,2,1975,45,2835,70,1,0,706176
82686916,2020,2,1975,45,2835,10,1,0,273018
82689760,2020,2,1957,63,5273,10,0,0,235373
82789611,2021,2,1990,31,1936,70,1,0,767945
83054167,2019,2,1952,67,1766,70,1,0,939123
83255990,2023,2,1967,56,2917,10,1,0,454024
83276659,2021,1,1957,64,3040,20,0,0,360859
83383485,2022,2,1944,78,4304,10,1,1,411853
83490049,2020,1,1954,66,3499,20,0,1,179621
83502646,2023,1,1975,48,3857,10,0,1,110547
83539258,2023,1,1966,57,1526,10,1,0,247295
83725933,2022,1,1947,75,3172,10,0,0,224252
83797668,2020,2,1959,61,5549,10,0,1,51921
83849117,2023,2,1956,67,2470,20,1,1,215244
83864144,2022,1,1960,62,4597,10,1,0,501272
83907313,2019,1,1975,44,4731,20,0,0,117943
83935043,2019,1,2004,15,2246,70,1,0,565926
83972661,2023,2,1978,45,1289,20,1,0,612209
83977991,2019,2,1955,64,3597,70,1,0,653621
83977991,2019,2,1955,64,3597,70,1,0,693827
83995927,2019,1,1973,46,2636,10,1,0,372122
84005225,2020,2,1975,45,3131,10,1,0,360535
84125758,2020,1,1959,61,3027,70,1,0,2004791
84229089,2019,1,2001,18,1814,60,1,0,178025
84236338,2023,2,1975,48,2915,70,1,0,525553
84344800,2020,2,1953,67,3800,70,1,0,680380
84369995,2021,2,1955,66,3980,70,1,0,572485
84392726,2022,1,1946,76,1259,70,1,1,342904
84452732,2019,2,1956,63,3160,10,0,1,64195
84452732,2019,2,1956,63,3160,70,1,0,902954
84485141,2019,2,1979,40,3256,10,1,0,292692
84539295,2022,1,1979,43,4940,10,1,0,435272
84653692,2020,1,1979,41,2906,10,1,0,469002
84745503,2020,2,1965,55,5395,10,1,0,491231
84745503,2021,2,1965,56,5395,10,1,1,218402
84786032,2022,1,1975,47,2821,10,1,0,299409
84827462,2021,2,1942,79,3294,10,0,1,80238
84840944,2023,2,1963,60,4189,10,1,0,303956
84937596,2020,1,1975,45,2324,70,1,0,650382
84937596,2023,1,1975,48,2324,70,1,0,561630
84951785,2023,1,1927,96,4004,10,0,0,85934
85039588,2019,2,1940,79,1074,60,0,0,254178
85039588,2022,2,1940,82,1074,70,1,0,534738
85102428,2021,1,1931,90,1209,70,1,0,586109
85175800,2023,2,1979,44,4896,60,1,0,633233
85198590,2020,2,1970,50,2194,10,1,0,485635
85284817,2021,1,1952,69,2416,10,1,0,534288
85404434,2020,1,1965,55,3743,10,1,0,357407
85468503,2022,1,1986,36,1221,20,1,0,321831
85502229,2021,1,1951,70,1920,70,1,1,892368
85653484,2020,1,1998,22,2619,70,1,0,507729
85678088,2019,2,1955,64,2298,70,1,1,502049
85723895,2021,1,1953,68,4701,70,1,0,402662
85889261,2021,2,1983,38,1557,70,1,0,407410
85927572,2020,2,1960,60,2355,10,1,1,177814
85927572,2022,2,1960,62,2355,10,1,0,470054
85927572,2023,2,1960,63,2355,10,1,1,221507
86177028,2021,1,1968,53,3603,10,1,0,776224
86227506,2021,1,1983,38,3228,10,0,0,80553
86231027,2023,1,1926,97,4529,10,1,0,309515
86236887,2019,1,1963,56,3258,10,1,0,349316
86253493,2019,1,1988,31,5593,10,0,0,145291
86443756,2020,1,1953,67,4187,20,1,0,406311
86706270,2021,1,1961,60,2880,20,1,0,401582
86843605,2020,2,1974,46,4445,10,1,0,434289
86844999,2023,1,1934,89,5321,20,0,0,91003
86918187,2019,2,2006,13,2013,70,1,0,182640
86944511,2023,1,1972,51,4972,60,1,0,935810
86974661,2019,1,1971,48,1696,10,1,0,326312
87056744,2023,2,1980,43,5046,10,1,0,389311
87084113,2023,1,1971,52,1619,10,1,0,217577
87230990,2023,1,1979,44,4111,10,1,1,132630
87342837,2023,1,1967,56,2801,20,1,0,376155
87448273,2020,2,1952,68,5220,60,1,0,428064
87457566,2023,2,1971,52,3349,60,1,0,301530
87460745,2019,2,1980,39,4319,10,0,0,70999
87559087,2019,2,1975,44,3817,60,1,0,676399
87559087,2020,2,1975,45,3817,70,0,0,233899
87559087,2022,2,1975,47,3817,20,1,0,739801
87581048,2023,2,1968,55,4344,70,1,0,900620
87615011,2022,2,1998,24,2733,70,1,0,505434
87706464,2021,1,1956,65,4534,70,1,1,322480
87951141,2020,1,1968,52,2484,10,1,0,367105
88044921,2019,2,1958,61,4533,10,0,0,122267
88069643,2019,2,1937,82,4329,10,1,0,362557
88398156,2022,1,1963,59,2191,70,1,0,951667
88416596,2022,2,1971,51,1528,20,1,1,174267
88569239,2021,2,1979,42,1154,10,0,0,139573
88679151,2019,1,1979,40,3537,70,1,0,469715
88733203,2022,2,1945,77,1705,70,1,0,540652
88777572,2022,1,1960,62,5372,60,1,0,777038
88958607,2019,1,1963,56,5162,70,1,0,481995
89034731,2019,2,1983,36,2419,70,1,0,487204
89085281,2019,2,1973,46,5302,70,1,0,441103
89220931,2019,1,2009,10,2764,70,1,0,183389
89228445,2023,1,1976,47,3036,70,1,0,607777
89306006,2019,2,1998,21,4799,70,1,0,396470
89317840,2023,1,1963,60,3815,70,1,0,950880
89317840,2023,1,1963,60,3815,10,0,0,141755
89443392,2020,2,1978,42,3342,70,1,0,985346
89443392,2023,2,1978,45,3342,10,1,1,87374
89524422,2022,1,1946,76,1289,20,1,0,355272
89562030,2023,1,1967,56,4986,10,1,0,489963
89893161,2023,1,1992,31,2988,10,0,1,157946
89950985,2022,2,1978,44,1246,70,0,0,221309
